Brand,Model,Model_Type,Seats,Colors,Fuel_Type,Transmission,On_Road_Price,Location,Availability
MG,Windsor EV,SUV,5,4,Electric,Automatic,1845000,Faridabad,Available
Mahindra,Scorpio Classic,SUV,7,3,Diesel,Manual,1623999,Faridabad,Available
MG,Hector,SUV,5,3,Petrol,Manual,1944000,Faridabad,Available
Tata,Curvv EV,SUV,5,4,Electric,Automatic,2028000,Faridabad,Available
Hyundai,i20,Hatchback,5,5,Petrol,Manual,869000,Faridabad,Available
Volkswagen,Virtus,Sedan,5,7,Petrol,Manual,1317000,Faridabad,Available
Volkswagen,Taigun,SUV,5,6,Petrol,Manual,1343000,Faridabad,Available
Skoda,Kylaq,SUV,5,4,Petrol,Manual,953999,Faridabad,Available
Mahindra,Bolero,SUV,7,2,Diesel,Manual,1154000,Faridabad,Available
Volkswagen,Tiguan R-Line,SUV,5,6,Petrol,Automatic,5677000,Faridabad,Available
Skoda,Kodiaq,SUV,7,9,Petrol,Automatic,5453000,Faridabad,Available
Tata,Altroz,Hatchback,5,5,Petrol,Manual,789000,Faridabad,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,7,Petrol,Manual,1014000,Faridabad,Available
Citroen,Aircross,SUV,5,2,Petrol,Manual,983000,Faridabad,Available
Maruti Suzuki,Baleno,Hatchback,5,7,Petrol,Manual,778000,Faridabad,Available
Citroen,Basalt,SUV,5,2,Petrol,Manual,952999,Faridabad,Available
Kia,Carens Clavis,SUV,6,7,Petrol,Manual,1305000,Faridabad,Available
Citroen,C3,SUV,5,4,Petrol,Manual,721000,Faridabad,Available
Tata,Harrier EV,SUV,5,2,Electric,Automatic,2369000,Faridabad,Available
Hyundai,Creta,SUV,5,11,Petrol,Manual,1315000,Ghaziabad,Available
Hyundai,Venue,SUV,5,4,Petrol,Manual,923000,Ghaziabad,Available
Kia,Sonet,SUV,5,7,Petrol,Manual,985000,Ghaziabad,Available
Kia,Syros,SUV,5,8,Petrol,Manual,1074000,Ghaziabad,Available
Maruti Suzuki,Baleno,Hatchback,5,6,Petrol,Manual,777000,Ghaziabad,Available
Maruti Suzuki,Brezza,SUV,5,5,Petrol,Manual,989000,Ghaziabad,Available
Maruti Suzuki,Grand Vitara,SUV,5,1,Petrol,Manual,1325000,Ghaziabad,Available
Mahindra,XUV700,SUV,7,5,Petrol,Manual,1794000,Ghaziabad,Available
Mahindra,Scorpio-N,SUV,7,3,Petrol,Manual,1701000,Ghaziabad,Available
Tata,Punch,SUV,5,2,Petrol,Manual,694000,Ghaziabad,Available
Tata,Nexon,SUV,5,4,Petrol,Manual,1019999,Ghaziabad,Available
Hyundai,Grand i10 Nios,Hatchback,5,3,Petrol,Manual,701000,Ghaziabad,Available
Hyundai,Aura,Sedan,5,1,CNG,Manual,877999,Ghaziabad,Available
Maruti Suzuki,Wagon R,Hatchback,5,3,Petrol,Manual,657000,Ghaziabad,Available
Maruti Suzuki,Swift,Hatchback,5,4,Petrol,Manual,749000,Ghaziabad,Available
Maruti Suzuki,Celerio,Hatchback,5,6,Petrol,Manual,622000,Ghaziabad,Available
Renault,Triber,MPV/MUV,7,2,Petrol,Manual,712000,Ghaziabad,Available
Renault,Kwid,Hatchback,5,5,Petrol,Manual,594000,Ghaziabad,Available
Renault,Kiger,SUV,5,5,Petrol,Manual,710000,Ghaziabad,Available
Maruti Suzuki,XL6,SUV,6,6,Petrol,Manual,1371000,Ghaziabad,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,6,Petrol,Manual,1174000,Ghaziabad,Available
Toyota,Glanza,Hatchback,5,5,Petrol,Manual,1127000,Ghaziabad,Available
Hyundai,i20 N Line,Hatchback,5,7,Petrol,Manual,1338000,Ghaziabad,Available
Honda,City,Sedan,5,6,Petrol,Automatic,1671000,Ghaziabad,Available
Maruti Suzuki,Alto K10,Hatchback,5,6,Petrol,Manual,573000,Ghaziabad,Available
Hyundai,Venue N-Line,SUV,5,5,Petrol,Manual,1435000,Ghaziabad,Available
Hyundai,Tucson,SUV,5,5,Petrol,Automatic,3424000,Ghaziabad,Available
Maruti Suzuki,Eeco,Minivan/Van,5,5,Petrol,Manual,690000,Ghaziabad,Available
Skoda,Kushaq,SUV,5,10,Petrol,Manual,1755999,Ghaziabad,Available
Toyota,Rumion,SUV,7,5,Petrol,Automatic,1421000,Ghaziabad,Available
Honda,Elevate,SUV,5,7,Petrol,Manual,1463000,Ghaziabad,Available
Hyundai,Exter,SUV,5,1,Petrol,Manual,703000,Ghaziabad,Available
Maruti Suzuki,Fronx,SUV,5,6,Petrol,Manual,863000,Ghaziabad,Available
Maruti Suzuki,Invicto,SUV,7,4,Petrol,Automatic,2952000,Ghaziabad,Available
Hyundai,Verna,Sedan,5,7,Petrol,Automatic,1913000,Ghaziabad,Available
Tata,Harrier,SUV,5,2,Diesel,Manual,2211000,Ghaziabad,Available
Toyota,Urban Cruiser Hyryder,SUV,5,11,Petrol,Automatic,2007999,Ghaziabad,Available
Kia,Seltos,SUV,5,7,Petrol,Manual,1332000,Ghaziabad,Available
Kia,Carens,SUV,7,7,Petrol,Manual,1350000,Ghaziabad,Available
Toyota,Innova Crysta,SUV,8,5,Diesel,Manual,2344000,Ghaziabad,Available
Skoda,Slavia,Sedan,5,4,Petrol,Manual,1593000,Ghaziabad,Available
Mahindra,Thar Roxx,SUV,5,3,Petrol,Automatic,1905999,Ghaziabad,Available
Hyundai,Alcazar,SUV,7,8,Petrol,Manual,1764999,Ghaziabad,Available
MG,Gloster,SUV,6,1,Diesel,Automatic,5007000,Ghaziabad,Available
Hyundai,IONIQ 5,SUV,5,3,Electric,Automatic,5277000,Ghaziabad,Available
Honda,Amaze,Sedan,5,6,Petrol,Manual,936000,Ghaziabad,Available
Tata,Tigor,Sedan,5,2,Petrol,Manual,695000,Ghaziabad,Available
Mahindra,Thar,SUV,4,3,Diesel,Manual,1412000,Ghaziabad,Available
Toyota,Fortuner,SUV,7,8,Diesel,Manual,4306000,Ghaziabad,Available
Volkswagen,Virtus,Sedan,5,7,Petrol,Manual,1349000,Ghaziabad,Available
MG,Astor,SUV,5,1,Petrol,Manual,1780000,Ghaziabad,Available
Toyota,Fortuner Legender,SUV,7,1,Diesel,Automatic,5254000,Ghaziabad,Available
Mahindra,Bolero Neo,SUV,7,5,Diesel,Manual,1174000,Ghaziabad,Available
Maruti Suzuki,S-Presso,SUV,4,6,Petrol,Manual,571000,Ghaziabad,Available
Tata,Tiago,Hatchback,5,2,Petrol,Manual,583000,Ghaziabad,Available
Maruti Suzuki,Ignis,Hatchback,5,6,Petrol,Manual,676000,Ghaziabad,Available
Hyundai,i20,Hatchback,5,5,Petrol,Manual,874000,Ghaziabad,Available
Volkswagen,Taigun,SUV,5,6,Petrol,Manual,1376000,Ghaziabad,Available
Maruti Suzuki,Jimny,SUV,4,5,Petrol,Manual,1484000,Ghaziabad,Available
Skoda,Kylaq,SUV,5,4,Petrol,Manual,961999,Ghaziabad,Available
Mahindra,Bolero,SUV,7,1,Diesel,Manual,1175000,Ghaziabad,Available
Maruti Suzuki,Dzire,Sedan,5,6,Petrol,Manual,787000,Ghaziabad,Available
Hyundai,Creta N Line,SUV,5,6,Petrol,Automatic,2165000,Ghaziabad,Available
Hyundai,Creta Electric,SUV,5,5,Electric,Automatic,2019000,Ghaziabad,Available
Nissan,Magnite,SUV,5,2,Petrol,Manual,719000,Ghaziabad,Available
Tata,Safari,SUV,7,2,Diesel,Manual,1825000,Ghaziabad,Available
Tata,Curvv,SUV,5,4,Petrol,Manual,1321000,Ghaziabad,Available
Mahindra,XUV 3XO,SUV,5,7,Petrol,Manual,1046000,Ghaziabad,Available
Tata,Tiago NRG,Hatchback,5,4,Petrol,Manual,843000,Ghaziabad,Available
MG,Hector Plus,SUV,7,4,Petrol,Automatic,2385000,Ghaziabad,Available
Toyota,Urban Cruiser Taisor,SUV,5,4,Petrol,Manual,889000,Ghaziabad,Available
Mahindra,Scorpio Classic,SUV,7,3,Diesel,Manual,1670000,Ghaziabad,Available
Volkswagen,Tiguan R-Line,SUV,5,6,Petrol,Automatic,5677000,Ghaziabad,Available
Maruti Suzuki,Baleno,Hatchback,5,7,Petrol,Manual,783000,Ghaziabad,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,7,Petrol,Manual,1031000,Ghaziabad,Available
Tata,Altroz,Hatchback,5,5,Petrol,Manual,794000,Ghaziabad,Available
Citroen,Aircross,SUV,5,2,Petrol,Manual,989000,Ghaziabad,Available
Citroen,Basalt,SUV,5,2,Petrol,Manual,958000,Ghaziabad,Available
Kia,Carens Clavis,SUV,6,7,Petrol,Manual,1339000,Ghaziabad,Available
Citroen,C3,SUV,5,4,Petrol,Manual,725000,Ghaziabad,Available
Skoda,Kodiaq,SUV,7,9,Petrol,Automatic,5500000,Ghaziabad,Available
Hyundai,Creta,SUV,5,11,Petrol,Manual,1284000,Gurgaon,Available
Hyundai,Venue,SUV,5,4,Petrol,Manual,917000,Gurgaon,Available
Kia,Sonet,SUV,5,7,Petrol,Manual,955000,Gurgaon,Available
Kia,Syros,SUV,5,8,Petrol,Manual,1066000,Gurgaon,Available
Maruti Suzuki,Baleno,Hatchback,5,6,Petrol,Manual,763000,Gurgaon,Available
Maruti Suzuki,Brezza,SUV,5,5,Petrol,Manual,975000,Gurgaon,Available
Maruti Suzuki,Grand Vitara,SUV,5,1,Petrol,Manual,1282000,Gurgaon,Available
Mahindra,XUV700,SUV,7,5,Diesel,Manual,1811000,Gurgaon,Available
Mahindra,Scorpio-N,SUV,7,7,Petrol,Manual,2496000,Gurgaon,Available
Tata,Punch,SUV,5,2,Petrol,Manual,673000,Gurgaon,Available
Tata,Nexon,SUV,5,2,CNG,Manual,1013000,Gurgaon,Available
Tata,Curvv EV,SUV,5,4,Electric,Automatic,2028000,Gurgaon,Available
Hyundai,Grand i10 Nios,Hatchback,5,3,Petrol,Manual,680000,Gurgaon,Available
Hyundai,Aura,Sedan,5,1,CNG,Manual,863000,Gurgaon,Available
Maruti Suzuki,Wagon R,Hatchback,5,3,Petrol,Manual,635000,Gurgaon,Available
Maruti Suzuki,Swift,Hatchback,5,4,Petrol,Manual,739000,Gurgaon,Available
Renault,Kiger,SUV,5,5,Petrol,Manual,713000,Gurgaon,Available
Renault,Triber,MPV/MUV,7,2,Petrol,Manual,712000,Gurgaon,Available
Renault,Kwid,Hatchback,5,5,Petrol,Manual,579000,Gurgaon,Available
Honda,City,Sedan,5,6,Petrol,Automatic,1630000,Gurgaon,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,6,Petrol,Manual,1133000,Gurgaon,Available
Toyota,Glanza,Hatchback,5,5,Petrol,Manual,1114000,Gurgaon,Available
Hyundai,i20 N Line,Hatchback,5,7,Petrol,Manual,1147000,Gurgaon,Available
Tata,Nexon EV,SUV,5,4,Electric,Automatic,1484000,Gurgaon,Available
Maruti Suzuki,XL6,SUV,6,6,Petrol,Manual,1338000,Gurgaon,Available
Maruti Suzuki,Celerio,Hatchback,5,6,Petrol,Manual,592000,Gurgaon,Available
Maruti Suzuki,Alto K10,Hatchback,5,6,Petrol,Manual,545000,Gurgaon,Available
Hyundai,Venue N-Line,SUV,5,5,Petrol,Manual,1401000,Gurgaon,Available
Maruti Suzuki,Eeco,Minivan/Van,5,5,Petrol,Manual,660000,Gurgaon,Available
Toyota,Innova Crysta,SUV,8,5,Diesel,Manual,2286000,Gurgaon,Available
Kia,Seltos,SUV,5,7,Petrol,Manual,1273000,Gurgaon,Available
Toyota,Rumion,SUV,7,5,Petrol,Automatic,1383000,Gurgaon,Available
Kia,Carens,SUV,7,7,Petrol,Manual,1295000,Gurgaon,Available
Honda,Elevate,SUV,5,7,Petrol,Manual,1426000,Gurgaon,Available
Toyota,Urban Cruiser Hyryder,SUV,5,11,Petrol,Automatic,2166000,Gurgaon,Available
Skoda,Slavia,Sedan,5,4,Petrol,Manual,1552000,Gurgaon,Available
Skoda,Kushaq,SUV,5,10,Petrol,Manual,1711000,Gurgaon,Available
Hyundai,Exter,SUV,5,1,Petrol,Manual,681000,Gurgaon,Available
Maruti Suzuki,Fronx,SUV,5,6,Petrol,Manual,852999,Gurgaon,Available
Maruti Suzuki,Invicto,SUV,7,4,Petrol,Automatic,2932000,Gurgaon,Available
Hyundai,Verna,Sedan,5,7,Petrol,Automatic,1864999,Gurgaon,Available
Tata,Harrier,SUV,5,2,Diesel,Manual,2157000,Gurgaon,Available
MG,Astor,SUV,5,2,Petrol,Manual,1309000,Gurgaon,Available
Tata,Punch EV,SUV,5,1,Electric,Automatic,1060000,Gurgaon,Available
Tata,Safari,SUV,7,2,Diesel,Manual,1780000,Gurgaon,Available
Mahindra,Bolero Neo,SUV,7,5,Diesel,Manual,1168000,Gurgaon,Available
Mahindra,XUV 3XO,SUV,5,7,Petrol,Automatic,1366000,Gurgaon,Available
Toyota,Fortuner Legender,SUV,7,1,Diesel,Automatic,5199000,Gurgaon,Available
Maruti Suzuki,Ignis,Hatchback,5,6,Petrol,Manual,651000,Gurgaon,Available
MG,Hector,SUV,5,3,Petrol,Manual,1944000,Gurgaon,Available
Mahindra,Scorpio Classic,SUV,7,3,Diesel,Manual,1623999,Gurgaon,Available
Tata,Curvv,SUV,5,4,Petrol,Manual,1290000,Gurgaon,Available
Hyundai,i20,Hatchback,5,5,Petrol,Manual,869000,Gurgaon,Available
Hyundai,IONIQ 5,SUV,5,3,Electric,Automatic,4911000,Gurgaon,Available
Toyota,Fortuner,SUV,7,8,Diesel,Manual,4261000,Gurgaon,Available
Volkswagen,Taigun,SUV,5,6,Petrol,Manual,1343000,Gurgaon,Available
MG,ZS EV,SUV,5,3,Electric,Automatic,2048999,Gurgaon,Available
Mahindra,XUV400,SUV,5,10,Electric,Automatic,1829000,Gurgaon,Available
Volkswagen,Virtus,Sedan,5,7,Petrol,Manual,1317000,Gurgaon,Available
Maruti Suzuki,S-Presso,SUV,4,6,Petrol,Manual,550000,Gurgaon,Available
Hyundai,Tucson,SUV,5,5,Petrol,Automatic,3397000,Gurgaon,Available
MG,Hector Plus,SUV,7,4,Petrol,Manual,2181000,Gurgaon,Available
MG,Comet EV,Hatchback,4,3,Electric,Automatic,967000,Gurgaon,Available
Maruti Suzuki,Jimny,SUV,4,5,Petrol,Manual,1437000,Gurgaon,Available
MG,Gloster,SUV,7,4,Diesel,Automatic,4704000,Gurgaon,Available
Mahindra,Bolero,SUV,7,2,Diesel,Manual,1154000,Gurgaon,Available
Hyundai,Creta N Line,SUV,5,6,Petrol,Automatic,2112000,Gurgaon,Available
Toyota,Urban Cruiser Taisor,SUV,5,4,Petrol,Manual,886000,Gurgaon,Available
Mahindra,Thar,SUV,4,5,Diesel,Manual,1536000,Gurgaon,Available
Mahindra,XEV 9e,SUV,5,7,Electric,Automatic,4426000,Gurgaon,Available
Skoda,Kylaq,SUV,5,4,Petrol,Manual,953999,Gurgaon,Available
Tata,Tigor,Sedan,5,2,Petrol,Manual,674000,Gurgaon,Available
MG,Windsor EV,SUV,5,4,Electric,Automatic,1845000,Gurgaon,Available
Tata,Tiago NRG,Hatchback,5,4,Petrol,Manual,838000,Gurgaon,Available
Hyundai,Creta Electric,SUV,5,5,Electric,Automatic,2069000,Gurgaon,Available
Mahindra,Thar Roxx,SUV,5,3,Petrol,Manual,1542000,Gurgaon,Available
Maruti Suzuki,Dzire,Sedan,5,6,Petrol,Manual,774000,Gurgaon,Available
Nissan,Magnite,SUV,5,2,Petrol,Manual,713000,Gurgaon,Available
Tata,Tiago,Hatchback,5,2,Petrol,Manual,565000,Gurgaon,Available
Hyundai,Alcazar,SUV,7,8,Petrol,Manual,1723000,Gurgaon,Available
Tata,Tiago EV,Hatchback,5,1,Electric,Automatic,861000,Gurgaon,Available
Mahindra,BE 6,SUV,5,8,Electric,Automatic,3002000,Gurgaon,Available
Honda,Amaze,Sedan,5,6,Petrol,Manual,927999,Gurgaon,Available
Volkswagen,Tiguan R-Line,SUV,5,6,Petrol,Automatic,5677000,Gurgaon,Available
Skoda,Kodiaq,SUV,7,9,Petrol,Automatic,5453000,Gurgaon,Available
Tata,Altroz,Hatchback,5,5,Petrol,Manual,789000,Gurgaon,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,7,Petrol,Manual,1014000,Gurgaon,Available
Citroen,Aircross,SUV,5,2,Petrol,Manual,983000,Gurgaon,Available
Maruti Suzuki,Baleno,Hatchback,5,7,Petrol,Manual,778000,Gurgaon,Available
Citroen,Basalt,SUV,5,2,Petrol,Manual,952999,Gurgaon,Available
Kia,Carens Clavis,SUV,6,7,Petrol,Manual,1305000,Gurgaon,Available
Citroen,C3,SUV,5,4,Petrol,Manual,721000,Gurgaon,Available
Tata,Harrier EV,SUV,5,2,Electric,Automatic,2369000,Gurgaon,Available
Tata,Nexon,SUV,5,4,Petrol,Manual,1063000,Hyderabad,Available
Tata,Punch,SUV,5,2,Petrol,Manual,752000,Hyderabad,Available
Hyundai,Grand i10 Nios,Hatchback,5,3,Petrol,Manual,730000,Hyderabad,Available
Tata,Curvv EV,SUV,5,5,Electric,Automatic,2334000,Hyderabad,Available
Hyundai,Aura,Sedan,5,6,Petrol,Manual,894999,Hyderabad,Available
Hyundai,Venue,SUV,5,5,Petrol,Manual,1005000,Hyderabad,Available
Hyundai,Creta,SUV,5,11,Petrol,Manual,1379000,Hyderabad,Available
Hyundai,i20 N Line,Hatchback,5,8,Petrol,Manual,1397000,Hyderabad,Available
Maruti Suzuki,Brezza,SUV,5,5,CNG,Manual,1158000,Hyderabad,Available
Honda,City,Sedan,5,6,Petrol,Manual,1534000,Hyderabad,Available
Maruti Suzuki,XL6,SUV,6,6,Petrol,Manual,1468000,Hyderabad,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,6,Petrol,Manual,1080000,Hyderabad,Available
Tata,Nexon EV,SUV,5,4,Electric,Automatic,1498000,Hyderabad,Available
Maruti Suzuki,Grand Vitara,SUV,5,1,Petrol,Manual,1416000,Hyderabad,Available
Hyundai,Venue N-Line,SUV,5,5,Petrol,Automatic,1702000,Hyderabad,Available
Mahindra,Bolero,SUV,7,2,Diesel,Manual,1189000,Hyderabad,Available
Mahindra,Scorpio-N,SUV,7,5,Diesel,Manual,2159000,Hyderabad,Available
Mahindra,XUV700,SUV,7,5,Diesel,Manual,1887000,Hyderabad,Available
Toyota,Urban Cruiser Hyryder,SUV,5,7,Petrol,Manual,1405000,Hyderabad,Available
Toyota,Glanza,Hatchback,5,5,Petrol,Manual,836000,Hyderabad,Available
Hyundai,Tucson,SUV,5,5,Petrol,Automatic,3638000,Hyderabad,Available
MG,ZS EV,SUV,5,3,Electric,Automatic,1929000,Hyderabad,Available
MG,Hector Plus,SUV,7,8,Petrol,Manual,2691000,Hyderabad,Available
MG,Hector,SUV,5,7,Petrol,Automatic,2877000,Hyderabad,Available
MG,Gloster,SUV,7,4,Diesel,Automatic,5043000,Hyderabad,Available
MG,Comet EV,Hatchback,4,1,Electric,Automatic,801000,Hyderabad,Available
MG,Astor,SUV,5,2,Petrol,Manual,1420000,Hyderabad,Available
Kia,Sonet,SUV,5,7,Petrol,Manual,1006000,Hyderabad,Available
Kia,Seltos,SUV,5,7,Petrol,Manual,1377000,Hyderabad,Available
Kia,Carens,SUV,7,7,Petrol,Manual,1401000,Hyderabad,Available
Toyota,Rumion,SUV,7,5,Petrol,Manual,1444000,Hyderabad,Available
Skoda,Slavia,Sedan,5,4,Petrol,Manual,1673000,Hyderabad,Available
Skoda,Kushaq,SUV,5,14,Petrol,Manual,1845000,Hyderabad,Available
Honda,Elevate,SUV,5,7,Petrol,Manual,1526000,Hyderabad,Available
Hyundai,Exter,SUV,5,1,Petrol,Manual,755000,Hyderabad,Available
Maruti Suzuki,Fronx,SUV,5,6,Petrol,Manual,1061000,Hyderabad,Available
Maruti Suzuki,Invicto,SUV,7,4,Petrol,Automatic,3178000,Hyderabad,Available
Toyota,Innova Crysta,SUV,8,5,Diesel,Manual,2468000,Hyderabad,Available
Toyota,Innova Hycross,SUV,7,7,Petrol,Automatic,2471000,Hyderabad,Available
Hyundai,Verna,Sedan,5,7,Petrol,Manual,1628000,Hyderabad,Available
Tata,Harrier,SUV,5,1,Diesel,Automatic,2821000,Hyderabad,Available
Mahindra,Scorpio Classic,SUV,7,3,Diesel,Manual,1732000,Hyderabad,Available
Mahindra,XUV400,SUV,5,10,Electric,Automatic,2183000,Hyderabad,Available
Maruti Suzuki,Eeco,Minivan/Van,7,5,Petrol,Manual,726000,Hyderabad,Available
Maruti Suzuki,Baleno,Hatchback,5,6,Petrol,Manual,811999,Hyderabad,Available
Maruti Suzuki,Ignis,Hatchback,5,6,Petrol,Manual,712000,Hyderabad,Available
Maruti Suzuki,Celerio,Hatchback,5,6,Petrol,Manual,722000,Hyderabad,Available
Tata,Punch EV,SUV,5,4,Electric,Automatic,1273000,Hyderabad,Available
Hyundai,i20,Hatchback,5,6,Petrol,Manual,944000,Hyderabad,Available
Mahindra,XUV 3XO,SUV,5,3,Petrol,Manual,972000,Hyderabad,Available
Maruti Suzuki,Alto K10,Hatchback,5,7,Petrol,Manual,641000,Hyderabad,Available
Toyota,Fortuner Legender,SUV,7,1,Diesel,Automatic,5488000,Hyderabad,Available
Tata,Curvv,SUV,5,4,Petrol,Manual,1390000,Hyderabad,Available
Maruti Suzuki,S-Presso,SUV,5,7,Petrol,Manual,677000,Hyderabad,Available
Hyundai,IONIQ 5,SUV,5,1,Electric,Automatic,4907000,Hyderabad,Available
Maruti Suzuki,Swift,Hatchback,5,6,Petrol,Manual,881000,Hyderabad,Available
Maruti Suzuki,Jimny,SUV,4,5,Petrol,Manual,1578000,Hyderabad,Available
Toyota,Fortuner,SUV,7,7,Petrol,Automatic,4454000,Hyderabad,Available
Maruti Suzuki,Wagon R,Hatchback,5,3,Petrol,Manual,697000,Hyderabad,Available
Hyundai,Creta N Line,SUV,5,6,Petrol,Automatic,2549000,Hyderabad,Available
Toyota,Urban Cruiser Taisor,SUV,5,4,Petrol,Manual,928999,Hyderabad,Available
Tata,Safari,SUV,6,4,Diesel,Manual,2710000,Hyderabad,Available
Mahindra,Thar,SUV,4,5,Diesel,Manual,1655000,Hyderabad,Available
Mahindra,Bolero Neo,SUV,7,5,Diesel,Manual,1208000,Hyderabad,Available
Kia,Carens Clavis EV,MPV/MUV,7,6,Electric,Automatic,1887000,Hyderabad,Available
Maruti Suzuki,Baleno,Hatchback,5,7,Petrol,Manual,816000,Hyderabad,Available
Skoda,Kodiaq,SUV,7,9,Petrol,Automatic,5895000,Hyderabad,Available
Skoda,Kylaq,SUV,5,4,Petrol,Manual,990000,Hyderabad,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,7,Petrol,Manual,1099000,Hyderabad,Available
Kia,Carens Clavis,SUV,6,7,Petrol,Manual,1418000,Hyderabad,Available
Honda,Amaze,Sedan,5,6,Petrol,Manual,978999,Hyderabad,Available
Tata,Altroz,Hatchback,5,5,Petrol,Manual,827999,Hyderabad,Available
Volkswagen,Taigun,SUV,5,6,Petrol,Manual,1467000,Hyderabad,Available
Volkswagen,Virtus,Sedan,5,7,Petrol,Manual,1438000,Hyderabad,Available
Tata,Tiago,Hatchback,5,2,Petrol,Manual,601000,Hyderabad,Available
Tata,Harrier EV,SUV,5,4,Electric,Automatic,2939000,Hyderabad,Available
Kia,Syros,SUV,5,8,Petrol,Manual,1123000,Hyderabad,Available
Tata,Tiago EV,Hatchback,5,6,Electric,Automatic,1075000,Hyderabad,Available
Tata,Tiago NRG,Hatchback,5,4,Petrol,Manual,878999,Hyderabad,Available
Mahindra,BE 6,SUV,5,8,Electric,Automatic,2131000,Hyderabad,Available
Tata,Tigor,Sedan,5,2,CNG,Manual,934000,Hyderabad,Available
Mahindra,XEV 9e,SUV,5,7,Electric,Automatic,2460000,Hyderabad,Available
Hyundai,Alcazar,SUV,6,11,Petrol,Automatic,2648000,Hyderabad,Available
MG,Windsor EV,SUV,5,1,Electric,Automatic,1510000,Hyderabad,Available
Mahindra,Thar Roxx,SUV,5,3,Petrol,Manual,1637000,Hyderabad,Available
Nissan,Magnite,SUV,5,2,Petrol,Manual,749000,Hyderabad,Available
Maruti Suzuki,Dzire,Sedan,5,7,Petrol,Manual,1074000,Hyderabad,Available
Hyundai,Creta Electric,SUV,5,5,Electric,Automatic,1930000,Hyderabad,Available
Tata,Nexon,SUV,5,2,CNG,Manual,1042000,Mumbai,Available
Tata,Punch,SUV,5,2,Petrol,Manual,814000,Mumbai,Available
Hyundai,Creta,SUV,5,10,Petrol,Manual,1328000,Mumbai,Available
Hyundai,Venue,SUV,5,5,Petrol,Manual,1095000,Mumbai,Available
Mahindra,XUV700,SUV,7,5,Diesel,Manual,1841000,Mumbai,Available
Hyundai,Aura,Sedan,5,1,CNG,Manual,874000,Mumbai,Available
Mahindra,XUV 3XO,SUV,5,3,Petrol,Manual,948000,Mumbai,Available
Tata,Tiago,Hatchback,5,3,Petrol,Manual,695000,Mumbai,Available
Maruti Suzuki,Brezza,SUV,5,5,Petrol,Manual,1034000,Mumbai,Available
Maruti Suzuki,Baleno,Hatchback,5,6,Petrol,Manual,807000,Mumbai,Available
Maruti Suzuki,Swift,Hatchback,5,6,Petrol,Manual,857000,Mumbai,Available
Hyundai,Grand i10 Nios,Hatchback,5,7,Petrol,Manual,814000,Mumbai,Available
Maruti Suzuki,Wagon R,Hatchback,5,3,Petrol,Manual,694000,Mumbai,Available
Renault,Kiger,SUV,5,3,Petrol,Manual,733000,Mumbai,Available
Toyota,Glanza,Hatchback,5,5,CNG,Manual,990000,Mumbai,Available
Renault,Triber,MPV/MUV,7,9,Petrol,Automatic,1054000,Mumbai,Available
Maruti Suzuki,Celerio,Hatchback,5,6,Petrol,Manual,682000,Mumbai,Available
Maruti Suzuki,Dzire,Sedan,5,7,Petrol,Automatic,992000,Mumbai,Available
Renault,Kwid,Hatchback,5,5,Petrol,Automatic,663000,Mumbai,Available
Maruti Suzuki,XL6,SUV,6,6,Petrol,Manual,1426000,Mumbai,Available
Honda,Amaze,Sedan,5,6,Petrol,Manual,1110000,Mumbai,Available
Honda,City,Sedan,5,6,Petrol,Manual,1593000,Mumbai,Available
Hyundai,i20 N Line,Hatchback,5,7,Petrol,Automatic,1474000,Mumbai,Available
Maruti Suzuki,Ertiga,MPV/MUV,7,6,CNG,Manual,1312000,Mumbai,Available
Mahindra,Scorpio-N,SUV,7,3,Petrol,Manual,1689999,Mumbai,Available
Maruti Suzuki,Alto K10,Hatchback,5,7,Petrol,Automatic,689000,Mumbai,Available
Mahindra,Bolero,SUV,7,2,Diesel,Manual,1180000,Mumbai,Available
Tata,Nexon EV,SUV,5,4,Electric,Automatic,1486000,Mumbai,Available
Hyundai,Venue N-Line,SUV,5,5,Petrol,Automatic,1643000,Mumbai,Available
Maruti Suzuki,Grand Vitara,SUV,5,1,Petrol,Manual,1375000,Mumbai,Available
Toyota,Urban Cruiser Hyryder,SUV,5,7,Petrol,Manual,1359000,Mumbai,Available
Hyundai,Tucson,SUV,5,5,Petrol,Automatic,3511000,Mumbai,Available
MG,Gloster,SUV,6,4,Diesel,Automatic,5026000,Mumbai,Available
MG,Astor,SUV,5,2,Petrol,Manual,1379000,Mumbai,Available
Maruti Suzuki,Eeco,Minivan/Van,5,5,Petrol,Manual,707000,Mumbai,Available
Volkswagen,Taigun,SUV,5,6,Petrol,Manual,1409000,Mumbai,Available
Kia,Carens,SUV,7,7,Petrol,Manual,1387000,Mumbai,Available
Toyota,Rumion,SUV,7,5,CNG,Manual,1321000,Mumbai,Available
Kia,Seltos,SUV,5,7,Petrol,Manual,1359000,Mumbai,Available
Hyundai,Exter,SUV,5,1,Petrol,Manual,741000,Mumbai,Available
Maruti Suzuki,Fronx,SUV,5,6,Petrol,Manual,900000,Mumbai,Available
